state,all_adults,black,white,asian,long,lat,group,order,subregion
alabama,0.181,0.196,0.164,0,-88.03496551513672,30.790752410888672,1,39,NA
alabama,0.181,0.196,0.164,0,-88.04642486572266,30.756376266479492,1,40,NA
alabama,0.181,0.196,0.164,0,-88.052154541015625,30.727725982666016,1,41,NA
alabama,0.181,0.196,0.164,0,-88.052154541015625,30.710538864135742,1,42,NA
alabama,0.181,0.196,0.164,0,-88.06360626220703,30.687620162963867,1,43,NA
alabama,0.181,0.196,0.164,0,-88.06934356689453,30.681888580322266,1,44,NA
alabama,0.181,0.196,0.164,0,-88.08080291748047,30.630325317382812,1,45,NA
alabama,0.181,0.196,0.164,0,-88.08080291748047,30.613136291503906,1,46,NA
alabama,0.181,0.196,0.164,0,-88.097991943359375,30.607406616210938,1,47,NA
alabama,0.181,0.196,0.164,0,-88.10944366455078,30.595945358276367,1,48,NA
alabama,0.181,0.196,0.164,0,-88.11518096923828,30.584487915039062,1,49,NA
alabama,0.181,0.196,0.164,0,-88.10944366455078,30.555837631225586,1,50,NA
alabama,0.181,0.196,0.164,0,-88.12091064453125,30.481355667114258,1,51,NA
alabama,0.181,0.196,0.164,0,-88.12091064453125,30.441247940063477,1,52,NA
alabama,0.181,0.196,0.164,0,-88.12664031982422,30.389680862426758,1,53,NA
alabama,0.181,0.196,0.164,0,-88.13236999511719,30.361034393310547,1,54,NA
alabama,0.181,0.196,0.164,0,-88.143829345703125,30.34384536743164,1,55,NA
alabama,0.181,0.196,0.164,0,-88.16101837158203,30.338115692138672,1,56,NA
alabama,0.181,0.196,0.164,0,-88.17247772216797,30.338115692138672,1,57,NA
alabama,0.181,0.196,0.164,0,-88.18965911865234,30.355304718017578,1,58,NA
alabama,0.181,0.196,0.164,0,-88.22404479980469,30.378223419189453,1,59,NA
alabama,0.181,0.196,0.164,0,-88.2354965209961,30.395410537719727,1,60,NA
alabama,0.181,0.196,0.164,0,-88.28706359863281,30.401142120361328,1,61,NA
alabama,0.181,0.196,0.164,0,-88.31571197509766,30.401142120361328,1,62,NA
alabama,0.181,0.196,0.164,0,-88.33290100097656,30.401142120361328,1,63,NA
alabama,0.181,0.196,0.164,0,-88.35009765625,30.424060821533203,1,64,NA
alabama,0.181,0.196,0.164,0,-88.39020538330078,30.412599563598633,1,65,NA
alabama,0.181,0.196,0.164,0,-88.40738677978516,30.733457565307617,1,66,NA
alabama,0.181,0.196,0.164,0,-88.4188461303711,30.99701690673828,1,67,NA
alabama,0.181,0.196,0.164,0,-88.43030548095703,31.12306785583496,1,68,NA
alabama,0.181,0.196,0.164,0,-88.4532241821289,31.432466506958008,1,69,NA
alabama,0.181,0.196,0.164,0,-88.46468353271484,31.696025848388672,1,70,NA
alabama,0.181,0.196,0.164,0,-88.47614288330078,31.89082908630371,1,71,NA
alabama,0.181,0.196,0.164,0,-88.43030548095703,32.22314453125,1,72,NA
alabama,0.181,0.196,0.164,0,-88.43030548095703,32.30908966064453,1,73,NA
alabama,0.181,0.196,0.164,0,-88.39020538330078,32.5783805847168,1,74,NA
alabama,0.181,0.196,0.164,0,-88.35009765625,32.92215347290039,1,75,NA
alabama,0.181,0.196,0.164,0,-88.33863067626953,32.98517990112305,1,76,NA
alabama,0.181,0.196,0.164,0,-88.29853057861328,33.283119201660156,1,77,NA
alabama,0.181,0.196,0.164,0,-88.275604248046875,33.52949142456055,1,78,NA
alabama,0.181,0.196,0.164,0,-88.25269317626953,33.735755920410156,1,79,NA
alabama,0.181,0.196,0.164,0,-88.20685577392578,34.062339782714844,1,80,NA
alabama,0.181,0.196,0.164,0,-88.20685577392578,34.07952880859375,1,81,NA
alabama,0.181,0.196,0.164,0,-88.1839370727539,34.3144416809082,1,82,NA
alabama,0.181,0.196,0.164,0,-88.166748046875,34.463409423828125,1,83,NA
alabama,0.181,0.196,0.164,0,-88.14955139160156,34.58373260498047,1,84,NA
alabama,0.181,0.196,0.164,0,-88.10944366455078,34.89885711669922,1,85,NA
alabama,0.181,0.196,0.164,0,-88.13236999511719,34.90459060668945,1,86,NA
alabama,0.181,0.196,0.164,0,-88.166748046875,34.9504280090332,1,87,NA
alabama,0.181,0.196,0.164,0,-88.18965911865234,34.99626541137695,1,88,NA
alabama,0.181,0.196,0.164,0,-88.1839370727539,35.013450622558594,1,89,NA
alabama,0.181,0.196,0.164,0,-87.98912811279297,35.013450622558594,1,90,NA
alabama,0.181,0.196,0.164,0,-87.6052474975586,35.007720947265625,1,91,NA
alabama,0.181,0.196,0.164,0,-87.22709655761719,35.001991271972656,1,92,NA
alabama,0.181,0.196,0.164,0,-87.20417022705078,35.001991271972656,1,93,NA
alabama,0.181,0.196,0.164,0,-86.8260269165039,34.99626541137695,1,94,NA
alabama,0.181,0.196,0.164,0,-86.78018951416016,34.99053192138672,1,95,NA
alabama,0.181,0.196,0.164,0,-86.31036376953125,34.99053192138672,1,96,NA
alabama,0.181,0.196,0.164,0,-85.85199737548828,34.98480224609375,1,97,NA
alabama,0.181,0.196,0.164,0,-85.6113510131836,34.97907257080078,1,98,NA
alabama,0.181,0.196,0.164,0,-85.58843994140625,34.8415641784668,1,99,NA
alabama,0.181,0.196,0.164,0,-85.5426025390625,34.61811065673828,1,100,NA
alabama,0.181,0.196,0.164,0,-85.52540588378906,34.58373260498047,1,101,NA
alabama,0.181,0.196,0.164,0,-85.4681167602539,34.262874603271484,1,102,NA
alabama,0.181,0.196,0.164,0,-85.428009033203125,34.07952880859375,1,103,NA
alabama,0.181,0.196,0.164,0,-85.40509033203125,33.95920944213867,1,104,NA
alabama,0.181,0.196,0.164,0,-85.39363098144531,33.90764236450195,1,105,NA
alabama,0.181,0.196,0.164,0,-85.34779357910156,33.66127014160156,1,106,NA
alabama,0.181,0.196,0.164,0,-85.31341552734375,33.49510955810547,1,107,NA
alabama,0.181,0.196,0.164,0,-85.29622650146484,33.432090759277344,1,108,NA
alabama,0.181,0.196,0.164,0,-85.244659423828125,33.11696243286133,1,109,NA
alabama,0.181,0.196,0.164,0,-85.23892974853516,33.105499267578125,1,110,NA
alabama,0.181,0.196,0.164,0,-85.1930923461914,32.87059020996094,1,111,NA
alabama,0.181,0.196,0.164,0,-85.1930923461914,32.859127044677734,1,112,NA
alabama,0.181,0.196,0.164,0,-85.17018127441406,32.841941833496094,1,113,NA
alabama,0.181,0.196,0.164,0,-85.14725494384766,32.790374755859375,1,114,NA
alabama,0.181,0.196,0.164,0,-85.13007354736328,32.7674560546875,1,115,NA
alabama,0.181,0.196,0.164,0,-85.13007354736328,32.750267028808594,1,116,NA
alabama,0.181,0.196,0.164,0,-85.12434387207031,32.73308181762695,1,117,NA
alabama,0.181,0.196,0.164,0,-85.1014175415039,32.67578125,1,118,NA
alabama,0.181,0.196,0.164,0,-85.1014175415039,32.63567352294922,1,119,NA
alabama,0.181,0.196,0.164,0,-85.0670394897461,32.60702896118164,1,120,NA
alabama,0.181,0.196,0.164,0,-85.04985809326172,32.55546188354492,1,121,NA
alabama,0.181,0.196,0.164,0,-85.00975036621094,32.526817321777344,1,122,NA
alabama,0.181,0.196,0.164,0,-84.98683166503906,32.498165130615234,1,123,NA
alabama,0.181,0.196,0.164,0,-84.99256134033203,32.46951675415039,1,124,NA
alabama,0.181,0.196,0.164,0,-84.975372314453125,32.423683166503906,1,125,NA
alabama,0.181,0.196,0.164,0,-84.98109436035156,32.377845764160156,1,126,NA
alabama,0.181,0.196,0.164,0,-85.00402069091797,32.337738037109375,1,127,NA
alabama,0.181,0.196,0.164,0,-84.975372314453125,32.30908966064453,1,128,NA
alabama,0.181,0.196,0.164,0,-84.9238052368164,32.28044128417969,1,129,NA
alabama,0.181,0.196,0.164,0,-84.90088653564453,32.251792907714844,1,130,NA
alabama,0.181,0.196,0.164,0,-84.929534912109375,32.2346076965332,1,131,NA
alabama,0.181,0.196,0.164,0,-84.95245361328125,32.22887420654297,1,132,NA
alabama,0.181,0.196,0.164,0,-84.96964263916016,32.200225830078125,1,133,NA
alabama,0.181,0.196,0.164,0,-84.99256134033203,32.18303680419922,1,134,NA
alabama,0.181,0.196,0.164,0,-85.04985809326172,32.160118103027344,1,135,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,32.12001419067383,1,136,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,32.10282516479492,1,137,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,32.085636138916016,1,138,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,32.06271743774414,1,139,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,32.028343200683594,1,140,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,31.993961334228516,1,141,NA
alabama,0.181,0.196,0.164,0,-85.07850646972656,31.959585189819336,1,142,NA
alabama,0.181,0.196,0.164,0,-85.107147216796875,31.93666648864746,1,143,NA
alabama,0.181,0.196,0.164,0,-85.14152526855469,31.8679141998291,1,144,NA
alabama,0.181,0.196,0.164,0,-85.13580322265625,31.787696838378906,1,145,NA
alabama,0.181,0.196,0.164,0,-85.13580322265625,31.7762393951416,1,146,NA
alabama,0.181,0.196,0.164,0,-85.13007354736328,31.73040199279785,1,147,NA
alabama,0.181,0.196,0.164,0,-85.11860656738281,31.6845645904541,1,148,NA
alabama,0.181,0.196,0.164,0,-85.07850646972656,31.615812301635742,1,149,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,31.558517456054688,1,150,NA
alabama,0.181,0.196,0.164,0,-85.061309814453125,31.524137496948242,1,151,NA
alabama,0.181,0.196,0.164,0,-85.08423614501953,31.478300094604492,1,152,NA
alabama,0.181,0.196,0.164,0,-85.08423614501953,31.443923950195312,1,153,NA
alabama,0.181,0.196,0.164,0,-85.09569549560547,31.409547805786133,1,154,NA
alabama,0.181,0.196,0.164,0,-85.09569549560547,31.340791702270508,1,155,NA
alabama,0.181,0.196,0.164,0,-85.1014175415039,31.300683975219727,1,156,NA
alabama,0.181,0.196,0.164,0,-85.12434387207031,31.28349494934082,1,157,NA
alabama,0.181,0.196,0.164,0,-85.12434387207031,31.254846572875977,1,158,NA
alabama,0.181,0.196,0.164,0,-85.11287689208984,31.19182014465332,1,159,NA
alabama,0.181,0.196,0.164,0,-85.11287689208984,31.174633026123047,1,160,NA
alabama,0.181,0.196,0.164,0,-85.0899658203125,31.140256881713867,1,161,NA
alabama,0.181,0.196,0.164,0,-85.04412841796875,31.11160659790039,1,162,NA
alabama,0.181,0.196,0.164,0,-85.03839874267578,31.094419479370117,1,163,NA
alabama,0.181,0.196,0.164,0,-85.03266906738281,31.07723045349121,1,164,NA
alabama,0.181,0.196,0.164,0,-85.03266906738281,31.037124633789062,1,165,NA
alabama,0.181,0.196,0.164,0,-85.0154800415039,31.002748489379883,1,166,NA
alabama,0.181,0.196,0.164,0,-85.0154800415039,30.99701690673828,1,167,NA
alabama,0.181,0.196,0.164,0,-85.49676513671875,31.008474349975586,1,168,NA
alabama,0.181,0.196,0.164,0,-85.5196762084961,31.008474349975586,1,169,NA
alabama,0.181,0.196,0.164,0,-86.04679870605469,31.008474349975586,1,170,NA
alabama,0.181,0.196,0.164,0,-86.20149993896484,31.008474349975586,1,171,NA
alabama,0.181,0.196,0.164,0,-86.39057159423828,31.008474349975586,1,172,NA
alabama,0.181,0.196,0.164,0,-86.70569610595703,31.008474349975586,1,173,NA
alabama,0.181,0.196,0.164,0,-86.79737091064453,31.008474349975586,1,174,NA
alabama,0.181,0.196,0.164,0,-87.18125915527344,31.008474349975586,1,175,NA
alabama,0.181,0.196,0.164,0,-87.6052474975586,31.008474349975586,1,176,NA
alabama,0.181,0.196,0.164,0,-87.6052474975586,30.956911087036133,1,177,NA
alabama,0.181,0.196,0.164,0,-87.61096954345703,30.933992385864258,1,178,NA
alabama,0.181,0.196,0.164,0,-87.63389587402344,30.899616241455078,1,179,NA
alabama,0.181,0.196,0.164,0,-87.6396255493164,30.876697540283203,1,180,NA
alabama,0.181,0.196,0.164,0,-87.63389587402344,30.859508514404297,1,181,NA
alabama,0.181,0.196,0.164,0,-87.61096954345703,30.842317581176758,1,182,NA
alabama,0.181,0.196,0.164,0,-87.5479507446289,30.773563385009766,1,183,NA
alabama,0.181,0.196,0.164,0,-87.49065399169922,30.721996307373047,1,184,NA
alabama,0.181,0.196,0.164,0,-87.462005615234375,30.710538864135742,1,185,NA
alabama,0.181,0.196,0.164,0,-87.45054626464844,30.699077606201172,1,186,NA
alabama,0.181,0.196,0.164,0,-87.4218978881836,30.676158905029297,1,187,NA
alabama,0.181,0.196,0.164,0,-87.41043853759766,30.647512435913086,1,188,NA
alabama,0.181,0.196,0.164,0,-87.41043853759766,30.618864059448242,1,189,NA
alabama,0.181,0.196,0.164,0,-87.43335723876953,30.584487915039062,1,190,NA
alabama,0.181,0.196,0.164,0,-87.462005615234375,30.54438018798828,1,191,NA
alabama,0.181,0.196,0.164,0,-87.46773529052734,30.527193069458008,1,192,NA
alabama,0.181,0.196,0.164,0,-87.462005615234375,30.5100040435791,1,193,NA
alabama,0.181,0.196,0.164,0,-87.44482421875,30.492813110351562,1,194,NA
alabama,0.181,0.196,0.164,0,-87.39898681640625,30.458436965942383,1,195,NA
alabama,0.181,0.196,0.164,0,-87.39325714111328,30.446979522705078,1,196,NA
alabama,0.181,0.196,0.164,0,-87.40471649169922,30.429786682128906,1,197,NA
alabama,0.181,0.196,0.164,0,-87.4218978881836,30.429786682128906,1,198,NA
alabama,0.181,0.196,0.164,0,-87.43909454345703,30.424060821533203,1,199,NA
alabama,0.181,0.196,0.164,0,-87.43909454345703,30.4183292388916,1,200,NA
alabama,0.181,0.196,0.164,0,-87.45054626464844,30.401142120361328,1,201,NA
alabama,0.181,0.196,0.164,0,-87.462005615234375,30.389680862426758,1,202,NA
arizona,0.139,0.149,0.111,0,-114.63739013671875,35.01918029785156,2,204,NA
arizona,0.139,0.149,0.111,0,-114.64312744140625,35.10512161254883,2,205,NA
arizona,0.139,0.149,0.111,0,-114.60301971435547,35.122310638427734,2,206,NA
arizona,0.139,0.149,0.111,0,-114.5743637084961,35.17961120605469,2,207,NA
arizona,0.139,0.149,0.111,0,-114.58583068847656,35.23690414428711,2,208,NA
arizona,0.139,0.149,0.111,0,-114.59728240966797,35.28274154663086,2,209,NA
arizona,0.139,0.149,0.111,0,-114.6087417602539,35.35722732543945,2,210,NA
arizona,0.139,0.149,0.111,0,-114.62593841552734,35.408790588378906,2,211,NA
arizona,0.139,0.149,0.111,0,-114.66604614257812,35.454627990722656,2,212,NA
arizona,0.139,0.149,0.111,0,-114.66030883789062,35.500465393066406,2,213,NA
arizona,0.139,0.149,0.111,0,-114.66604614257812,35.54057312011719,2,214,NA
arizona,0.139,0.149,0.111,0,-114.6717758178711,35.60932922363281,2,215,NA
arizona,0.139,0.149,0.111,0,-114.68323516845703,35.666622161865234,2,216,NA
arizona,0.139,0.149,0.111,0,-114.7004165649414,35.712459564208984,2,217,NA
arizona,0.139,0.149,0.111,0,-114.7004165649414,35.79267501831055,2,218,NA
arizona,0.139,0.149,0.111,0,-114.68895721435547,35.88434600830078,2,219,NA
arizona,0.139,0.149,0.111,0,-114.71187591552734,35.912994384765625,2,220,NA
arizona,0.139,0.149,0.111,0,-114.73480224609375,35.958831787109375,2,221,NA
arizona,0.139,0.149,0.111,0,-114.73480224609375,36.01612854003906,2,222,NA
arizona,0.139,0.149,0.111,0,-114.7577133178711,36.06196594238281,2,223,NA
arizona,0.139,0.149,0.111,0,-114.73480224609375,36.10780334472656,2,224,NA
arizona,0.139,0.149,0.111,0,-114.7004165649414,36.119258880615234,2,225,NA
arizona,0.139,0.149,0.111,0,-114.64312744140625,36.14217758178711,2,226,NA
arizona,0.139,0.149,0.111,0,-114.55718231201172,36.15363693237305,2,227,NA
arizona,0.139,0.149,0.111,0,-114.4884262084961,36.13644790649414,2,228,NA
arizona,0.139,0.149,0.111,0,-114.3967514038086,36.13644790649414,2,229,NA
arizona,0.139,0.149,0.111,0,-114.32799530029297,36.113529205322266,2,230,NA
arizona,0.139,0.149,0.111,0,-114.3108139038086,36.044776916503906,2,231,NA
arizona,0.139,0.149,0.111,0,-114.26497650146484,36.027584075927734,2,232,NA
arizona,0.139,0.149,0.111,0,-114.20194244384766,36.02185821533203,2,233,NA
arizona,0.139,0.149,0.111,0,-114.13892364501953,36.03904724121094,2,234,NA
arizona,0.139,0.149,0.111,0,-114.11600494384766,36.09634017944336,2,235,NA
arizona,0.139,0.149,0.111,0,-114.08162689208984,36.13644790649414,2,236,NA
arizona,0.139,0.149,0.111,0,-114.052978515625,36.210933685302734,2,237,NA
arizona,0.139,0.149,0.111,0,-114.04724884033203,36.8411865234375,2,238,NA
arizona,0.139,0.149,0.111,0,-114.04151916503906,36.99588394165039,2,239,NA
arizona,0.139,0.149,0.111,0,-113.82379913330078,36.99588394165039,2,240,NA
arizona,0.139,0.149,0.111,0,-113.53732299804688,37.00161361694336,2,241,NA
arizona,0.139,0.149,0.111,0,-113.27948760986328,37.00161361694336,2,242,NA
arizona,0.139,0.149,0.111,0,-113.00447082519531,37.00161361694336,2,243,NA
arizona,0.139,0.149,0.111,0,-112.90706634521484,36.99588394165039,2,244,NA
arizona,0.139,0.149,0.111,0,-112.72944641113281,37.00161361694336,2,245,NA
arizona,0.139,0.149,0.111,0,-112.54037475585938,36.99588394165039,2,246,NA
arizona,0.139,0.149,0.111,0,-112.41432189941406,36.99588394165039,2,247,NA
arizona,0.139,0.149,0.111,0,-112.20805358886719,36.99588394165039,2,248,NA
arizona,0.139,0.149,0.111,0,-111.95022583007812,37.00161361694336,2,249,NA
arizona,0.139,0.149,0.111,0,-111.6866683959961,37.00161361694336,2,250,NA
arizona,0.139,0.149,0.111,0,-111.4116439819336,37.00161361694336,2,251,NA
arizona,0.139,0.149,0.111,0,-111.3199691772461,37.00161361694336,2,252,NA
arizona,0.139,0.149,0.111,0,-111.25121307373047,36.99588394165039,2,253,NA
arizona,0.139,0.149,0.111,0,-111.12516021728516,36.99588394165039,2,254,NA
arizona,0.139,0.149,0.111,0,-110.84441375732422,37.00161361694336,2,255,NA
arizona,0.139,0.149,0.111,0,-110.75846862792969,36.99588394165039,2,256,NA
arizona,0.139,0.149,0.111,0,-110.68399047851562,36.99588394165039,2,257,NA
arizona,0.139,0.149,0.111,0,-110.54647827148438,36.99588394165039,2,258,NA
arizona,0.139,0.149,0.111,0,-110.30583190917969,37.00161361694336,2,259,NA
arizona,0.139,0.149,0.111,0,-110.08810424804688,37.00161361694336,2,260,NA
arizona,0.139,0.149,0.111,0,-110.00789642333984,37.00161361694336,2,261,NA
arizona,0.139,0.149,0.111,0,-109.93341064453125,36.99588394165039,2,262,NA
arizona,0.139,0.149,0.111,0,-109.71568298339844,36.99588394165039,2,263,NA
arizona,0.139,0.149,0.111,0,-109.41202545166016,36.99588394165039,2,264,NA
arizona,0.139,0.149,0.111,0,-109.1484603881836,36.99588394165039,2,265,NA
arizona,0.139,0.149,0.111,0,-109.03959655761719,36.99588394165039,2,266,NA
arizona,0.139,0.149,0.111,0,-109.04532623291016,35.998939514160156,2,267,NA
arizona,0.139,0.149,0.111,0,-109.05106353759766,34.9504280090332,2,268,NA
arizona,0.139,0.149,0.111,0,-109.05106353759766,34.57227325439453,2,269,NA
arizona,0.139,0.149,0.111,0,-109.0567855834961,33.77586364746094,2,270,NA
arizona,0.139,0.149,0.111,0,-109.05106353759766,33.202903747558594,2,271,NA
arizona,0.139,0.149,0.111,0,-109.0567855834961,32.77891540527344,2,272,NA
arizona,0.139,0.149,0.111,0,-109.0567855834961,32.423683166503906,2,273,NA
arizona,0.139,0.149,0.111,0,-109.0567855834961,31.352251052856445,2,274,NA
arizona,0.139,0.149,0.111,0,-109.23440551757812,31.352251052856445,2,275,NA
arizona,0.139,0.149,0.111,0,-109.62401580810547,31.346521377563477,2,276,NA
arizona,0.139,0.149,0.111,0,-109.9964370727539,31.352251052856445,2,277,NA
arizona,0.139,0.149,0.111,0,-110.35166931152344,31.352251052856445,2,278,NA
arizona,0.139,0.149,0.111,0,-110.47772216796875,31.352251052856445,2,279,NA
arizona,0.139,0.149,0.111,0,-110.63241577148438,31.352251052856445,2,280,NA
arizona,0.139,0.149,0.111,0,-110.98765563964844,31.346521377563477,2,281,NA
arizona,0.139,0.149,0.111,0,-111.11943054199219,31.35797882080078,2,282,NA
arizona,0.139,0.149,0.111,0,-111.29705047607422,31.4152774810791,2,283,NA
arizona,0.139,0.149,0.111,0,-111.38872528076172,31.443923950195312,2,284,NA
arizona,0.139,0.149,0.111,0,-111.62936401367188,31.518409729003906,2,285,NA
arizona,0.139,0.149,0.111,0,-112.03616333007812,31.650188446044922,2,286,NA
arizona,0.139,0.149,0.111,0,-112.32837677001953,31.741863250732422,2,287,NA
arizona,0.139,0.149,0.111,0,-112.66641998291016,31.839265823364258,2,288,NA
arizona,0.139,0.149,0.111,0,-112.92997741699219,31.925209045410156,2,289,NA
arizona,0.139,0.149,0.111,0,-113.18781280517578,32.00542449951172,2,290,NA
arizona,0.139,0.149,0.111,0,-113.34823608398438,32.05698776245117,2,291,NA
arizona,0.139,0.149,0.111,0,-113.46855926513672,32.09709548950195,2,292,NA
arizona,0.139,0.149,0.111,0,-113.74358367919922,32.18877029418945,2,293,NA
arizona,0.139,0.149,0.111,0,-114.03579711914062,32.27471160888672,2,294,NA
arizona,0.139,0.149,0.111,0,-114.31654357910156,32.36065673828125,2,295,NA
arizona,0.139,0.149,0.111,0,-114.7004165649414,32.480979919433594,2,296,NA
arizona,0.139,0.149,0.111,0,-114.80928039550781,32.51535415649414,2,297,NA
arizona,0.139,0.149,0.111,0,-114.79781341552734,32.5783805847168,2,298,NA
arizona,0.139,0.149,0.111,0,-114.76917266845703,32.6700553894043,2,299,NA
arizona,0.139,0.149,0.111,0,-114.73480224609375,32.73308181762695,2,300,NA
arizona,0.139,0.149,0.111,0,-114.68895721435547,32.744537353515625,2,301,NA
arizona,0.139,0.149,0.111,0,-114.65458679199219,32.738807678222656,2,302,NA
arizona,0.139,0.149,0.111,0,-114.59156036376953,32.738807678222656,2,303,NA
arizona,0.139,0.149,0.111,0,-114.55145263671875,32.76172637939453,2,304,NA
arizona,0.139,0.149,0.111,0,-114.5228042602539,32.82475280761719,2,305,NA
arizona,0.139,0.149,0.111,0,-114.47696685791016,32.876319885253906,2,306,NA
arizona,0.139,0.149,0.111,0,-114.47696685791016,32.933616638183594,2,307,NA
arizona,0.139,0.149,0.111,0,-114.48269653320312,32.996639251708984,2,308,NA
arizona,0.139,0.149,0.111,0,-114.53999328613281,33.04247283935547,2,309,NA
arizona,0.139,0.149,0.111,0,-114.66030883789062,33.05393600463867,2,310,NA
arizona,0.139,0.149,0.111,0,-114.7004165649414,33.082584381103516,2,311,NA
arizona,0.139,0.149,0.111,0,-114.71187591552734,33.13414764404297,2,312,NA
arizona,0.139,0.149,0.111,0,-114.68895721435547,33.26593017578125,2,313,NA
arizona,0.139,0.149,0.111,0,-114.74052429199219,33.311763763427734,2,314,NA
arizona,0.139,0.149,0.111,0,-114.71760559082031,33.357601165771484,2,315,NA
arizona,0.139,0.149,0.111,0,-114.72906494140625,33.403438568115234,2,316,NA
arizona,0.139,0.149,0.111,0,-114.68895721435547,33.432090759277344,2,317,NA
arizona,0.139,0.149,0.111,0,-114.64884948730469,33.45500564575195,2,318,NA
arizona,0.139,0.149,0.111,0,-114.63739013671875,33.4836540222168,2,319,NA
arizona,0.139,0.149,0.111,0,-114.6087417602539,33.5008430480957,2,320,NA
arizona,0.139,0.149,0.111,0,-114.62020111083984,33.52949142456055,2,321,NA
arizona,0.139,0.149,0.111,0,-114.56864166259766,33.54668045043945,2,322,NA
arizona,0.139,0.149,0.111,0,-114.55718231201172,33.5753288269043,2,323,NA
arizona,0.139,0.149,0.111,0,-114.52853393554688,33.63262176513672,2,324,NA
arizona,0.139,0.149,0.111,0,-114.53999328613281,33.695648193359375,2,325,NA
arizona,0.139,0.149,0.111,0,-114.5228042602539,33.73002624511719,2,326,NA
arizona,0.139,0.149,0.111,0,-114.53999328613281,33.781593322753906,2,327,NA
arizona,0.139,0.149,0.111,0,-114.53999328613281,33.92483139038086,2,328,NA
arizona,0.139,0.149,0.111,0,-114.51707458496094,33.96493911743164,2,329,NA
arizona,0.139,0.149,0.111,0,-114.45404815673828,33.99931716918945,2,330,NA
arizona,0.139,0.149,0.111,0,-114.47123718261719,34.016502380371094,2,331,NA
arizona,0.139,0.149,0.111,0,-114.44831848144531,34.03942108154297,2,332,NA
arizona,0.139,0.149,0.111,0,-114.41967010498047,34.07952880859375,2,333,NA
